Date, MaxTemperature, MinTemperature, AvgTemperature, AtObsTemperature, Precipitation, HDD, CDD, GDD
2017-07-30, 74, 46, 60.0, 50, 0.00, 5, 0, 10
2017-07-31, 78, 50, 64.0, 57, 0.00, 1, 0, 14
2017-08-01, 82, 57, 69.5, 60, 0.00, 0, 5, 20
2017-08-02, 84, 60, 72.0, 61, 0.00, 0, 7, 22
2017-08-03, 84, 61, 72.5, 65, 0.02, 0, 8, 23
2017-08-04, 83, 65, 74.0, 68, 0.00, 0, 9, 24
2017-08-05, 84, 61, 72.5, 64, 0.40, 0, 8, 23
2017-08-06, 69, 48, 58.5, 50, 0.00, 6, 0, 9
2017-08-07, 75, 50, 62.5, 58, 0.00, 2, 0, 13
2017-08-08, 72, 57, 64.5, 60, T, 0, 0, 15
2017-08-09, 73, 50, 61.5, 52, 0.00, 3, 0, 12
2017-08-10, 81, 52, 66.5, 56, 0.00, 0, 2, 17
2017-08-11, 80, 56, 68.0, 64, 0.00, 0, 3, 18
2017-08-12, 76, 63, 69.5, 65, 0.00, 0, 5, 20
2017-08-13, 80, 58, 69.0, 63, 0.82, 0, 4, 19
2017-08-14, 76, 54, 65.0, 55, 0.00, 0, 0, 15
2017-08-15, 78, 55, 66.5, 66, 0.00, 0, 2, 17
2017-08-16, 82, 57, 69.5, 58, 0.33, 0, 5, 20
2017-08-17, 76, 50, 63.0, 52, 0.00, 2, 0, 13
2017-08-18, 81, 51, 66.0, 73, 0.01, 0, 1, 16
2017-08-19, 84, 61, 72.5, 64, 0.02, 0, 8, 23
2017-08-20, 78, 61, 69.5, 61, 0.31, 0, 5, 20
2017-08-21, 81, 57, 69.0, 59, 0.00, 0, 4, 19
2017-08-22, 82, 58, 70.0, 69, T, 0, 5, 20
2017-08-23, 86, 53, 69.5, 54, 0.46, 0, 5, 20
2017-08-24, 74, 49, 61.5, 50, 0.00, 3, 0, 12
2017-08-25, 70, 48, 59.0, 49, 0.00, 6, 0, 9
2017-08-26, 71, 42, 56.5, 42, 0.00, 8, 0, 7
2017-08-27, 71, 41, 56.0, 43, 0.00, 9, 0, 6
2017-08-28, 73, 43, 58.0, 49, 0.00, 7, 0, 8
2017-08-29, 70, 49, 59.5, 50, 0.00, 5, 0, 10
2017-08-30, 68, 45, 56.5, 46, 0.00, 8, 0, 7
2017-08-31, 74, 46, 60.0, 57, 0.00, 5, 0, 10
2017-09-01, 66, 39, 52.5, 40, 0.09, 12, 0, 3
2017-09-02, 61, 35, 48.0, 38, 0.00, 17, 0, 0
2017-09-03, 68, 38, 53.0, 54, 0.28, 12, 0, 3
2017-09-04, 65, 53, 59.0, 54, 0.18, 6, 0, 9
2017-09-05, 78, 54, 66.0, 62, 0.16, 0, 1, 16
2017-09-06, 63, 51, 57.0, 55, 1.11, 8, 0, 7
2017-09-07, 63, 51, 57.0, 51, 0.06, 8, 0, 7
2017-09-08, 66, 47, 56.5, 51, 0.03, 8, 0, 7
2017-09-09, 62, 48, 55.0, 49, 0.09, 10, 0, 5
2017-09-10, 58, 40, 49.0, 42, 0.00, 16, 0, 0
2017-09-11, 63, 35, 49.0, 38, 0.00, 16, 0, 0
2017-09-12, 73, 38, 55.5, 45, 0.00, 9, 0, 6
2017-09-13, 77, 45, 61.0, 48, 0.00, 4, 0, 11
2017-09-14, 77, 48, 62.5, 63, 0.05, 2, 0, 13
2017-09-15, 70, 53, 61.5, 54, 0.05, 3, 0, 12
2017-09-16, 78, 54, 66.0, 57, 0.00, 0, 1, 16
2017-09-17, 79, 56, 67.5, 57, 0.00, 0, 3, 18
2017-09-18, 83, 57, 70.0, 58, 0.00, 0, 5, 20
2017-09-19, 82, 57, 69.5, 58, 0.00, 0, 5, 20
2017-09-20, 80, 50, 65.0, 52, 0.00, 0, 0, 15
2017-09-21, 78, 51, 64.5, 63, 0.00, 0, 0, 15
2017-09-22, 76, 56, 66.0, 59, 0.00, 0, 1, 16
2017-09-23, 75, 49, 62.0, 49, 0.00, 3, 0, 12
2017-09-24, 83, 49, 66.0, 58, 0.00, 0, 1, 16
2017-09-25, 86, 57, 71.5, 58, 0.00, 0, 7, 22
2017-09-26, 89, 58, 73.5, 61, 0.00, 0, 9, 24
2017-09-27, 89, 60, 74.5, 61, 0.00, 0, 10, 25
2017-09-28, 89, 58, 73.5, 58, 0.00, 0, 9, 24
2017-09-29, 59, 40, 49.5, 44, 0.00, 15, 0, 0
2017-09-30, 62, 44, 53.0, 47, 0.12, 12, 0, 3
2017-10-01, 55, 31, 43.0, 33, 0.00, 22, 0, 0
2017-10-02, 62, 31, 46.5, 35, 0.00, 18, 0, 0
2017-10-03, 70, 33, 51.5, 46, 0.00, 13, 0, 2
2017-10-04, 73, 45, 59.0, 50, 0.00, 6, 0, 9
2017-10-05, 82, 50, 66.0, 58, 0.30, 0, 1, 16
2017-10-06, 74, 47, 60.5, 49, 0.01, 4, 0, 11
2017-10-07, 70, 49, 59.5, 63, 0.02, 5, 0, 10
2017-10-08, 80, 63, 71.5, 71, 0.32, 0, 7, 22
2017-10-09, 75, 59, 67.0, 68, 0.48, 0, 2, 17
2017-10-10, 76, 60, 68.0, 61, 0.11, 0, 3, 18
2017-10-11, 72, 52, 62.0, 53, 0.00, 3, 0, 12
2017-10-12, 63, 50, 56.5, 51, 0.42, 8, 0, 7
2017-10-13, 61, 48, 54.5, 48, 0.00, 10, 0, 5
2017-10-14, 60, 48, 54.0, 58, 0.00, 11, 0, 4
2017-10-15, 68, 57, 62.5, 60, 0.00, 2, 0, 13
2017-10-16, 76, 43, 59.5, 43, 0.29, 5, 0, 10
2017-10-17, 49, 28, 38.5, 29, 0.10, 26, 0, 0
2017-10-18, 60, 29, 44.5, 44, 0.00, 20, 0, 0
2017-10-19, 71, 42, 56.5, 47, 0.00, 8, 0, 7
2017-10-20, 72, 38, 55.0, 38, 0.00, 10, 0, 5
2017-10-21, 64, 36, 50.0, 36, 0.00, 15, 0, 0
2017-10-22, 74, 36, 55.0, 53, 0.00, 10, 0, 5
2017-10-23, 72, 50, 61.0, 55, 0.00, 4, 0, 11
2017-10-24, 70, 54, 62.0, 63, 0.50, 3, 0, 12
2017-10-25, 68, 43, 55.5, 45, 0.30, 9, 0, 6
2017-10-26, 58, 35, 46.5, 44, 0.01, 18, 0, 0
2017-10-27, 50, 30, 40.0, 34, 0.00, 25, 0, 0
2017-10-28, 62, 34, 48.0, 50, 0.00, 17, 0, 0
2017-10-29, 67, 42, 54.5, 43, 0.99, 10, 0, 5
2017-10-30, 46, 39, 42.5, 41, 3.19, 22, 0, 0
2017-10-31, 49, 41, 45.0, 42, 0.02, 20, 0, 0
2017-11-01, 48, 30, 39.0, 33, 0.00, 26, 0, 0
2017-11-02, 52, 33, 42.5, 51, 0.55, 22, 0, 0
2017-11-03, 64, 51, 57.5, 56, 0.07, 7, 0, 8
2017-11-04, 58, 32, 45.0, 32, 0.04, 20, 0, 0
2017-11-05, 49, 31, 40.0, 49, 0.00, 25, 0, 0
2017-11-06, 59, 49, 54.0, 57, 0.17, 11, 0, 4
2017-11-07, 58, 35, 46.5, 35, 0.59, 18, 0, 0
2017-11-08, 38, 21, 29.5, 24, T, 35, 0, 0
2017-11-09, 46, 22, 34.0, 24, 0.00, 31, 0, 0
2017-11-10, 45, 22, 33.5, 22, 0.07, 31, 0, 0
2017-11-11, 22, 16, 19.0, 17, T, 46, 0, 0
2017-11-12, 33, 17, 25.0, 24, 0.00, 40, 0, 0
2017-11-13, 42, 24, 33.0, 33, 0.05, 32, 0, 0
2017-11-14, 46, 33, 39.5, 37, 0.03, 25, 0, 0
2017-11-15, 39, 26, 32.5, 28, 0.00, 32, 0, 0
2017-11-16, 45, 27, 36.0, 44, 0.02, 29, 0, 0
2017-11-17, 47, 30, 38.5, 30, 0.09, 26, 0, 0
2017-11-18, 36, 27, 31.5, 36, 0.00, 33, 0, 0
2017-11-19, 51, 36, 43.5, 36, 0.24, 21, 0, 0
2017-11-20, 37, 27, 32.0, 30, 0.01, 33, 0, 0
2017-11-21, 38, 29, 33.5, 34, T, 31, 0, 0
2017-11-22, 57, 33, 45.0, 33, 0.07, 20, 0, 0
2017-11-23, 35, 26, 30.5, 26, 0.02, 34, 0, 0
2017-11-24, 35, 26, 30.5, 32, 0.00, 34, 0, 0
2017-11-25, 52, 31, 41.5, 40, 0.00, 23, 0, 0
2017-11-26, 55, 32, 43.5, 33, 0.03, 21, 0, 0
2017-11-27, 38, 31, 34.5, 37, T, 30, 0, 0
2017-11-28, 37, 22, 29.5, 31, 0.00, 35, 0, 0
2017-11-29, 54, 31, 42.5, 49, 0.00, 22, 0, 0
2017-11-30, 50, 22, 36.0, 29, 0.00, 29, 0, 0
2017-12-01, 47, 29, 38.0, 40, 0.06, 27, 0, 0
2017-12-02, 42, 21, 31.5, 26, 0.00, 33, 0, 0
2017-12-03, 41, 26, 33.5, 31, 0.00, 31, 0, 0
2017-12-04, 48, 22, 35.0, 24, 0.00, 30, 0, 0
2017-12-05, 48, 24, 36.0, 48, 0.00, 29, 0, 0
2017-12-06, 51, 26, 38.5, 28, 0.05, 26, 0, 0
2017-12-07, 38, 27, 32.5, 31, 0.00, 32, 0, 0
2017-12-08, 37, 24, 30.5, 24, 0.03, 34, 0, 0
2017-12-09, 30, 21, 25.5, 22, 0.00, 39, 0, 0
2017-12-10, 29, 18, 23.5, 27, T, 41, 0, 0
2017-12-11, 31, 26, 28.5, 27, T, 36, 0, 0
2017-12-12, 32, 26, 29.0, 31, 0.04, 36, 0, 0
2017-12-13, 34, 12, 23.0, 12, 0.02, 42, 0, 0
2017-12-14, 20, 12, 16.0, 14, 0.07, 49, 0, 0
2017-12-15, 16, -2, 7.0, 7, 0.01, 58, 0, 0
2017-12-16, 23, 7, 15.0, 22, 0.02, 50, 0, 0
2017-12-17, 27, 20, 23.5, 20, 0.03, 41, 0, 0
2017-12-18, 33, 20, 26.5, 33, T, 38, 0, 0
2017-12-19, 41, 33, 37.0, 40, T, 28, 0, 0
2017-12-20, 50, 32, 41.0, 33, T, 24, 0, 0
2017-12-21, 34, 23, 28.5, 23, T, 36, 0, 0
2017-12-22, 30, 23, 26.5, 29, 0.05, 38, 0, 0
2017-12-23, 40, 28, 34.0, 39, 0.17, 31, 0, 0
2017-12-24, 43, 28, 35.5, 28, 0.48, 29, 0, 0
2017-12-25, 32, 28, 30.0, 28, 0.06, 35, 0, 0
2017-12-26, 28, 11, 19.5, 11, T, 45, 0, 0
2017-12-27, 16, 6, 11.0, 7, T, 54, 0, 0
2017-12-28, 15, 2, 8.5, 2, T, 56, 0, 0
2017-12-29, 8, 2, 5.0, 7, 0.04, 60, 0, 0
2017-12-30, 14, -3, 5.5, 10, 0.09, 59, 0, 0
2017-12-31, 18, 1, 9.5, 3, 0.10, 55, 0, 0
2018-01-01, 5, -0, 2.5, 3, 0.04, 62, 0, 0
2018-01-02, 13, 1, 7.0, 9, 0.03, 58, 0, 0
2018-01-03, 19, -2, 8.5, 2, 0.00, 56, 0, 0
2018-01-04, 22, 1, 11.5, 15, 0.00, 53, 0, 0
2018-01-05, 18, -2, 8.0, -1, 0.09, 57, 0, 0
2018-01-06, 2, -3, -0.5, -3, 0.00, 65, 0, 0
2018-01-07, 2, -3, -0.5, -1, T, 65, 0, 0
2018-01-08, 24, -3, 10.5, 23, 0.00, 54, 0, 0
2018-01-09, 37, 23, 30.0, 30, 0.00, 35, 0, 0
2018-01-10, 33, 15, 24.0, 18, 0.00, 41, 0, 0
2018-01-11, 41, 18, 29.5, 40, 0.00, 35, 0, 0
2018-01-12, 57, 40, 48.5, 55, 0.76, 16, 0, 0
2018-01-13, 62, 12, 37.0, 12, 0.94, 28, 0, 0
2018-01-14, 12, 4, 8.0, 4, 0.06, 57, 0, 0
2018-01-15, 12, -9, 1.5, -5, 0.00, 63, 0, 0
2018-01-16, 22, -9, 6.5, 22, 0.05, 58, 0, 0
2018-01-17, 26, 15, 20.5, 15, 0.13, 44, 0, 0
2018-01-18, 20, -1, 9.5, -1, T, 55, 0, 0
2018-01-19, 22, -3, 9.5, 9, 0.00, 55, 0, 0
2018-01-20, 37, 8, 22.5, 35, 0.00, 42, 0, 0
2018-01-21, 45, 16, 30.5, 19, 0.00, 34, 0, 0
2018-01-22, 42, 19, 30.5, 35, 0.02, 34, 0, 0
2018-01-23, 46, 35, 40.5, 45, 0.01, 24, 0, 0
2018-01-24, 50, 24, 37.0, 25, 0.10, 28, 0, 0
2018-01-25, 25, 16, 20.5, 16, 0.02, 44, 0, 0
2018-01-26, 24, 13, 18.5, 13, 0.00, 46, 0, 0
2018-01-27, 38, 13, 25.5, 32, 0.00, 39, 0, 0
2018-01-28, 51, 30, 40.5, 30, 0.02, 24, 0, 0
2018-01-29, 46, 21, 33.5, 24, 0.00, 31, 0, 0
2018-01-30, 37, 19, 28.0, 19, 0.05, 37, 0, 0
2018-01-31, 19, -2, 8.5, 4, 0.06, 56, 0, 0
2018-02-01, 30, 4, 17.0, 30, T, 48, 0, 0
2018-02-02, 45, 13, 29.0, 13, 0.10, 36, 0, 0
2018-02-03, 14, 1, 7.5, 11, T, 57, 0, 0
2018-02-04, 29, 11, 20.0, 27, T, 45, 0, 0
2018-02-05, 31, 14, 22.5, 14, 0.09, 42, 0, 0
2018-02-06, 21, 7, 14.0, 17, 0.03, 51, 0, 0
2018-02-07, 27, 12, 19.5, 18, 0.01, 45, 0, 0
2018-02-08, 25, 15, 20.0, 15, 0.37, 45, 0, 0
2018-02-09, 24, 5, 14.5, 9, 0.02, 50, 0, 0
2018-02-10, 35, 8, 21.5, 34, 0.07, 43, 0, 0
2018-02-11, 40, 26, 33.0, 26, 0.01, 32, 0, 0
2018-02-12, 45, 26, 35.5, 27, 0.08, 29, 0, 0
2018-02-13, 29, 18, 23.5, 18, T, 41, 0, 0
2018-02-14, 33, 17, 25.0, 33, T, 40, 0, 0
2018-02-15, 47, 33, 40.0, 43, 0.00, 25, 0, 0
2018-02-16, 61, 40, 50.5, 41, 0.33, 14, 0, 1
2018-02-17, 41, 15, 28.0, 15, 0.00, 37, 0, 0
2018-02-18, 32, 15, 23.5, 28, 0.05, 41, 0, 0
2018-02-19, 36, 26, 31.0, 34, 0.00, 34, 0, 0
2018-02-20, 47, 33, 40.0, 47, 0.14, 25, 0, 0
2018-02-21, 67, 47, 57.0, 55, 0.00, 8, 0, 7
2018-02-22, 69, 30, 49.5, 31, 0.03, 15, 0, 0
2018-02-23, 34, 29, 31.5, 33, 0.50, 33, 0, 0
2018-02-24, 42, 33, 37.5, 41, 0.02, 27, 0, 0
2018-02-25, 41, 35, 38.0, 39, 0.18, 27, 0, 0
2018-02-26, 47, 35, 41.0, 35, T, 24, 0, 0
2018-02-27, 48, 22, 35.0, 23, 0.00, 30, 0, 0
2018-02-28, 55, 23, 39.0, 35, 0.00, 26, 0, 0
2018-03-01, 56, 35, 45.5, 35, T, 19, 0, 0
2018-03-02, 38, 28, 33.0, 28, 0.86, 32, 0, 0
2018-03-03, 29, 27, 28.0, 27, 0.09, 37, 0, 0
2018-03-04, 30, 26, 28.0, 26, T, 37, 0, 0
2018-03-05, 28, 17, 22.5, 24, 0.00, 42, 0, 0
2018-03-06, 28, 22, 25.0, 22, 0.00, 40, 0, 0
2018-03-07, 41, 20, 30.5, 32, 0.11, 34, 0, 0
2018-03-08, 34, 27, 30.5, 27, 0.06, 34, 0, 0
2018-03-09, 32, 24, 28.0, 24, 0.05, 37, 0, 0
2018-03-10, 35, 24, 29.5, 26, T, 35, 0, 0
2018-03-11, 31, 26, 28.5, 26, T, 36, 0, 0
2018-03-12, 32, 15, 23.5, 15, 0.00, 41, 0, 0
2018-03-13, 35, 15, 25.0, 23, 0.21, 40, 0, 0
2018-03-14, 31, 23, 27.0, 25, 0.21, 38, 0, 0
2018-03-15, 29, 22, 25.5, 22, 0.21, 39, 0, 0
2018-03-16, 37, 22, 29.5, 24, 0.06, 35, 0, 0
2018-03-17, 25, 7, 16.0, 7, 0.01, 49, 0, 0
2018-03-18, 37, 6, 21.5, 6, 0.00, 43, 0, 0
2018-03-19, 35, 6, 20.5, 19, 0.00, 44, 0, 0
2018-03-20, 30, 3, 16.5, 7, 0.00, 48, 0, 0
2018-03-21, 37, 7, 22.0, 22, 0.00, 43, 0, 0
2018-03-22, 36, 22, 29.0, 25, 0.00, 36, 0, 0
2018-03-23, 38, 25, 31.5, 25, 0.00, 33, 0, 0
2018-03-24, 36, 25, 30.5, 26, 0.00, 34, 0, 0
2018-03-25, 34, 12, 23.0, 18, 0.00, 42, 0, 0
2018-03-26, 43, 17, 30.0, 19, 0.00, 35, 0, 0
2018-03-27, 47, 19, 33.0, 33, 0.00, 32, 0, 0
2018-03-28, 41, 33, 37.0, 35, 0.43, 28, 0, 0
2018-03-29, 46, 35, 40.5, 44, 0.01, 24, 0, 0
2018-03-30, 54, 38, 46.0, 38, 0.88, 19, 0, 0
2018-03-31, 41, 22, 31.5, 22, 0.05, 33, 0, 0
2018-04-01, 52, 22, 37.0, 32, 0.02, 28, 0, 0
2018-04-02, 38, 27, 32.5, 27, T, 32, 0, 0
2018-04-03, 46, 27, 36.5, 36, 0.00, 28, 0, 0
2018-04-04, 50, 35, 42.5, 50, 0.25, 22, 0, 0
2018-04-05, 53, 23, 38.0, 24, 0.19, 27, 0, 0
2018-04-06, 33, 19, 26.0, 28, T, 39, 0, 0
2018-04-07, 45, 24, 34.5, 24, 0.07, 30, 0, 0
2018-04-08, 33, 17, 25.0, 19, 0.00, 40, 0, 0
2018-04-09, 30, 18, 24.0, 19, 0.01, 41, 0, 0
2018-04-10, 41, 19, 30.0, 27, 0.01, 35, 0, 0
2018-04-11, 39, 23, 31.0, 29, T, 34, 0, 0
2018-04-12, 46, 26, 36.0, 29, T, 29, 0, 0
2018-04-13, 60, 29, 44.5, 41, 0.06, 20, 0, 0
2018-04-14, 61, 38, 49.5, 38, 0.01, 15, 0, 0
2018-04-15, 40, 31, 35.5, 34, 0.00, 29, 0, 0
2018-04-16, 43, 34, 38.5, 43, 0.05, 26, 0, 0
2018-04-17, 50, 32, 41.0, 32, 0.71, 24, 0, 0
2018-04-18, 37, 28, 32.5, 33, 0.20, 32, 0, 0
2018-04-19, 40, 31, 35.5, 31, 0.05, 29, 0, 0
2018-04-20, 36, 27, 31.5, 28, 0.08, 33, 0, 0
2018-04-21, 41, 23, 32.0, 25, 0.00, 33, 0, 0
2018-04-22, 53, 25, 39.0, 27, 0.00, 26, 0, 0
2018-04-23, 59, 26, 42.5, 30, 0.00, 22, 0, 0
2018-04-24, 69, 30, 49.5, 48, 0.00, 15, 0, 0
2018-04-25, 68, 47, 57.5, 48, 0.07, 7, 0, 8
2018-04-26, 57, 42, 49.5, 42, 0.12, 15, 0, 0
2018-04-27, 56, 35, 45.5, 37, T, 19, 0, 0
2018-04-28, 58, 37, 47.5, 46, 0.06, 17, 0, 0
2018-04-29, 59, 33, 46.0, 33, 0.04, 19, 0, 0
2018-04-30, 43, 32, 37.5, 38, 0.11, 27, 0, 0
2018-05-01, 59, 29, 44.0, 34, 0.00, 21, 0, 0
2018-05-02, 78, 34, 56.0, 55, 0.00, 9, 0, 6
2018-05-03, 85, 55, 70.0, 69, 0.00, 0, 5, 20
2018-05-04, 80, 60, 70.0, 60, 0.07, 0, 5, 20
2018-05-05, 81, 38, 59.5, 43, 0.19, 5, 0, 10
2018-05-06, 74, 43, 58.5, 56, 0.00, 6, 0, 9
2018-05-07, 66, 47, 56.5, 47, 0.03, 8, 0, 7
2018-05-08, 63, 34, 48.5, 39, 0.00, 16, 0, 0
2018-05-09, 75, 39, 57.0, 57, 0.00, 8, 0, 7
2018-05-10, 79, 57, 68.0, 61, 0.00, 0, 3, 18
2018-05-11, 75, 42, 58.5, 44, 0.45, 6, 0, 9
2018-05-12, 54, 44, 49.0, 47, 0.00, 16, 0, 0
2018-05-13, 50, 39, 44.5, 41, 0.27, 20, 0, 0
2018-05-14, 55, 41, 48.0, 52, 0.01, 17, 0, 0
2018-05-15, 77, 52, 64.5, 60, 0.01, 0, 0, 15
2018-05-16, 74, 45, 59.5, 48, 0.45, 5, 0, 10
2018-05-17, 68, 48, 58.0, 58, 0.00, 7, 0, 8
2018-05-18, 78, 48, 63.0, 50, 0.00, 2, 0, 13
2018-05-19, 72, 48, 60.0, 48, 0.14, 5, 0, 10
2018-05-20, 64, 48, 56.0, 64, 0.23, 9, 0, 6
2018-05-21, 65, 45, 55.0, 49, 0.04, 10, 0, 5
2018-05-22, 73, 49, 61.0, 55, 0.03, 4, 0, 11
2018-05-23, 67, 55, 61.0, 55, 1.59, 4, 0, 11
2018-05-24, 76, 43, 59.5, 50, 0.00, 5, 0, 10
2018-05-25, 79, 49, 64.0, 52, 0.00, 1, 0, 14
2018-05-26, 84, 51, 67.5, 55, 0.00, 0, 3, 18
2018-05-27, 84, 55, 69.5, 65, 0.03, 0, 5, 20
2018-05-28, 69, 61, 65.0, 61, 0.27, 0, 0, 15
2018-05-29, 83, 61, 72.0, 62, 0.05, 0, 7, 22
2018-05-30, 84, 55, 69.5, 67, 0.00, 0, 5, 20
2018-05-31, 85, 64, 74.5, 67, 0.00, 0, 10, 25
2018-06-01, 78, 66, 72.0, 70, 0.00, 0, 7, 22
2018-06-02, 86, 58, 72.0, 58, 0.16, 0, 7, 22
2018-06-03, 64, 50, 57.0, 57, T, 8, 0, 7
2018-06-04, 69, 53, 61.0, 54, 0.02, 4, 0, 11
2018-06-05, 70, 48, 59.0, 53, 0.02, 6, 0, 9
2018-06-06, 60, 49, 54.5, 49, 0.11, 10, 0, 5
2018-06-07, 60, 45, 52.5, 48, 0.07, 12, 0, 3
2018-06-08, 74, 48, 61.0, 55, 0.00, 4, 0, 11
2018-06-09, 76, 43, 59.5, 49, 0.00, 5, 0, 10
2018-06-10, 74, 49, 61.5, 53, 0.00, 3, 0, 12
2018-06-11, 71, 49, 60.0, 52, 0.00, 5, 0, 10
2018-06-12, 76, 50, 63.0, 58, 0.00, 2, 0, 13
2018-06-13, 76, 58, 67.0, 60, 0.25, 0, 2, 17
2018-06-14, 81, 59, 70.0, 63, 0.10, 0, 5, 20
2018-06-15, 75, 50, 62.5, 56, 0.00, 2, 0, 13
2018-06-16, 75, 43, 59.0, 49, 0.00, 6, 0, 9
2018-06-17, 82, 49, 65.5, 57, 0.00, 0, 1, 16
2018-06-18, 88, 57, 72.5, 73, 0.00, 0, 8, 23
2018-06-19, 92, 62, 77.0, 63, 0.10, 0, 12, 27
2018-06-20, 71, 52, 61.5, 55, 0.00, 3, 0, 12
2018-06-21, 73, 45, 59.0, 54, 0.00, 6, 0, 9
2018-06-22, 73, 41, 57.0, 50, 0.00, 8, 0, 7
2018-06-23, 75, 50, 62.5, 61, 0.04, 2, 0, 13
2018-06-24, 73, 60, 66.5, 64, 0.01, 0, 2, 17
2018-06-25, 73, 57, 65.0, 57, 0.74, 0, 0, 15
2018-06-26, 69, 40, 54.5, 47, 0.00, 10, 0, 5
2018-06-27, 78, 47, 62.5, 63, T, 2, 0, 13
2018-06-28, 67, 60, 63.5, 67, 0.45, 1, 0, 14
2018-06-29, 77, 58, 67.5, 66, 0.02, 0, 3, 18
2018-06-30, 84, 57, 70.5, 62, 0.00, 0, 6, 21
2018-07-01, 92, 61, 76.5, 69, 0.00, 0, 12, 27
2018-07-02, 93, 69, 81.0, 74, 0.00, 0, 16, 31
2018-07-03, 94, 68, 81.0, 70, 0.31, 0, 16, 31
2018-07-04, 87, 57, 72.0, 63, 0.00, 0, 7, 22
2018-07-05, 90, 63, 76.5, 75, 0.03, 0, 12, 27
2018-07-06, 88, 69, 78.5, 70, 0.12, 0, 14, 29
2018-07-07, 73, 45, 59.0, 51, 0.00, 6, 0, 9
2018-07-08, 77, 49, 63.0, 54, 0.00, 2, 0, 13
2018-07-09, 82, 54, 68.0, 58, 0.00, 0, 3, 18
2018-07-10, 87, 55, 71.0, 62, 0.00, 0, 6, 21
2018-07-11, 85, 53, 69.0, 57, 0.00, 0, 4, 19
2018-07-12, 76, 45, 60.5, 52, 0.00, 4, 0, 11
2018-07-13, 81, 51, 66.0, 54, 0.00, 0, 1, 16
2018-07-14, 85, 54, 69.5, 71, 0.00, 0, 5, 20
2018-07-15, 89, 66, 77.5, 68, T, 0, 13, 28
2018-07-16, 88, 63, 75.5, 67, 0.00, 0, 11, 26
2018-07-17, 92, 67, 79.5, 69, 0.95, 0, 15, 30
2018-07-18, 81, 53, 67.0, 58, 0.01, 0, 2, 17
2018-07-19, 73, 44, 58.5, 48, 0.00, 6, 0, 9
2018-07-20, 79, 48, 63.5, 61, 0.00, 1, 0, 14
2018-07-21, 83, 60, 71.5, 62, 0.00, 0, 7, 22
2018-07-22, 76, 60, 68.0, 65, 0.23, 0, 3, 18
2018-07-23, 80, 65, 72.5, 71, 0.17, 0, 8, 23
2018-07-24, 78, 70, 74.0, 71, 0.46, 0, 9, 24
2018-07-25, 76, 69, 72.5, 71, 0.76, 0, 8, 23
2018-07-26, 74, 64, 69.0, 64, 0.88, 0, 4, 19
2018-07-27, 84, 64, 74.0, 67, 0.01, 0, 9, 24
2018-07-28, 79, 62, 70.5, 64, 0.00, 0, 6, 21
2018-07-29, 79, 57, 68.0, 59, 0.00, 0, 3, 18
2018-07-30, 77, 55, 66.0, 57, 0.00, 0, 1, 16
2018-07-31, 76, 57, 66.5, 62, 0.02, 0, 2, 17
2018-08-01, 79, 62, 70.5, 70, 0.00, 0, 6, 21
2018-08-02, 80, 66, 73.0, 67, 0.01, 0, 8, 23
2018-08-03, 79, 67, 73.0, 68, 0.10, 0, 8, 23
2018-08-04, 75, 62, 68.5, 63, 0.03, 0, 4, 19
2018-08-05, 85, 59, 72.0, 61, 0.01, 0, 7, 22
2018-08-06, 87, 61, 74.0, 65, 0.00, 0, 9, 24
2018-08-07, 89, 65, 77.0, 72, 0.00, 0, 12, 27
2018-08-08, 83, 66, 74.5, 67, 0.05, 0, 10, 25
2018-08-09, 82, 64, 73.0, 68, 1.78, 0, 8, 23
2018-08-10, 80, 59, 69.5, 62, 0.00, 0, 5, 20
2018-08-11, 78, 61, 69.5, 63, T, 0, 5, 20
2018-08-12, 76, 63, 69.5, 64, 0.27, 0, 5, 20
2018-08-13, 79, 64, 71.5, 65, 0.02, 0, 7, 22
2018-08-14, 71, 64, 67.5, 67, 0.84, 0, 3, 18
2018-08-15, 69, 59, 64.0, 62, 0.35, 1, 0, 14
2018-08-16, 85, 61, 73.0, 62, 0.00, 0, 8, 23
2018-08-17, 87, 62, 74.5, 66, 0.26, 0, 10, 25
2018-08-18, 84, 66, 75.0, 68, 0.42, 0, 10, 25
2018-08-19, 71, 62, 66.5, 62, 0.19, 0, 2, 17
2018-08-20, 76, 58, 67.0, 59, 0.00, 0, 2, 17
2018-08-21, 76, 59, 67.5, 67, 0.00, 0, 3, 18
2018-08-22, 72, 66, 69.0, 67, 0.14, 0, 4, 19
2018-08-23, 74, 49, 61.5, 52, 0.35, 3, 0, 12
2018-08-24, 74, 50, 62.0, 53, 0.00, 3, 0, 12
2018-08-25, 80, 53, 66.5, 61, 0.00, 0, 2, 17
2018-08-26, 76, 61, 68.5, 65, 0.02, 0, 4, 19
2018-08-27, 82, 61, 71.5, 61, 0.00, 0, 7, 22
2018-08-28, 85, 61, 73.0, 74, T, 0, 8, 23
2018-08-29, 90, 70, 80.0, 73, 0.00, 0, 15, 30
2018-08-30, 90, 65, 77.5, 66, 0.13, 0, 13, 28
2018-08-31, 74, 55, 64.5, 56, T, 0, 0, 15
2018-09-01, 72, 56, 64.0, 66, 0.03, 1, 0, 14
2018-09-02, 75, 66, 70.5, 70, 0.00, 0, 6, 21
2018-09-03, 86, 70, 78.0, 71, 0.00, 0, 13, 28
